Gene,GCA_000145035,GCA_000420965,GCA_000420985,GCA_000423985,GCA_000424405,GCA_000424425,GCA_000424465,GCA_000424565,GCA_000621465,GCA_000622085,GCA_000686065,GCA_000686965,GCA_001858005,GCA_003175155,GCA_900101605,GCA_900110805,GCA_900111185,GCA_900115735,GCA_900129945,GCA_900143205
group_11669,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11670,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11671,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11672,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11673,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hddA_1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11675,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmhA_1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11677,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11678,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11679,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11680,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11681,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11682,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11683,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11684,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11685,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11687,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11688,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11689,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11690,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11691,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11692,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11693,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11694,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11695,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11696,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11697,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11698,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11699,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11701,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11702,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11703,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11704,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11705,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11706,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11707,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11708,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11709,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11710,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11711,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11712,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11713,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11714,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11715,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11716,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11717,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11718,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11722,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11723,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11725,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11727,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11731,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11732,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11733,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11734,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11735,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11738,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11739,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11740,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11741,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11742,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11743,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mshA_13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mshA_14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11746,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11747,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11748,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glfT1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11750,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mshA_15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11752,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11753,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11754,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11755,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11756,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11757,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11758,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11759,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11760,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11761,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dapH_5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11763,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11764,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hddA_2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmhA_2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11767,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11768,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11769,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11770,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11771,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11772,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11773,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11776,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11778,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frsA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11785,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11786,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11788,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11789,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11790,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11791,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11821,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11822,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11823,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11824,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11825,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11827,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11828,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11829,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11830,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11831,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11832,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11833,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11834,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11835,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11836,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11837,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11838,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11839,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11840,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11841,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11842,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11843,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11844,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11845,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11846,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11849,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cbbX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11871,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11872,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11881,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11885,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11893,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11894,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11895,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11896,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11897,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11898,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11899,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11902,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11903,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11904,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11906,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11907,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11908,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11910,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11911,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11912,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11913,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11914,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11915,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gspA_2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11919,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11920,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11921,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11922,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11929,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11930,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11932,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11933,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desVI,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lpxD_1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apsD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11937,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11938,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11939,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11940,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lpxD_2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phaJ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11943,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11944,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11945,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11946,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11947,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11948,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11949,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11950,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11951,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11952,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11953,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11954,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11955,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11956,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11960,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11961,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11962,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11963,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11964,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11966,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11967,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11968,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11969,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11970,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11971,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11977,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11979,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11991,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12027,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12028,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12031,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12034,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12035,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12036,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12037,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12038,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12039,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12040,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12041,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12042,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12043,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12044,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12045,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12046,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12047,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12049,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12050,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12051,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12054,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12056,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12058,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12059,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12060,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12061,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12062,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12064,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12065,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12066,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12067,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12068,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12069,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12070,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12071,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12073,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12074,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cshA_2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12077,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12078,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12079,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ftsZ_2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12081,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12082,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12083,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12084,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12085,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12086,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12087,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12089,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12090,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yoaA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12094,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12096,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12097,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12098,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12099,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_12104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
