genome,species,sample,group,abundance,rank
AM43-11,Roseburia intestinalis AM43-11,ERR2017671,ACVD,1.21E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017672,ACVD,9.11E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017673,ACVD,2.29E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017674,ACVD,8.89E-07,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017675,ACVD,0.000103706,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017676,ACVD,1.39E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017677,ACVD,4.33E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017678,ACVD,0,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017679,ACVD,0.006287013,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017680,ACVD,6.82E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017681,ACVD,1.91E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017682,ACVD,0.000178874,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017683,ACVD,2.61E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017684,ACVD,0.000176136,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017685,ACVD,2.17E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017686,ACVD,2.80E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017687,ACVD,3.70E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017688,ACVD,8.05E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017689,ACVD,0.00030786,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017690,ACVD,0.000427818,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017691,ACVD,0.000455699,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017692,ACVD,4.63E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017693,ACVD,4.87E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017694,ACVD,3.91E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017695,ACVD,7.15E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017696,ACVD,3.65E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017697,ACVD,0.000245868,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017698,ACVD,0.000497238,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017699,ACVD,5.96E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017700,ACVD,2.15E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017701,ACVD,0.000979763,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017702,ACVD,9.05E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017703,ACVD,2.46E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017704,ACVD,0.000194681,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017705,ACVD,0.000359027,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017706,ACVD,0.000299031,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017707,ACVD,5.57E-07,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017708,ACVD,2.05E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017709,ACVD,0.005017546,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017710,ACVD,3.67E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017711,ACVD,3.78E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017712,ACVD,2.84E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017713,ACVD,2.58E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017714,ACVD,0.000428137,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017715,ACVD,7.95E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017716,ACVD,1.92E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017717,ACVD,4.09E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017718,ACVD,0.000263892,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017719,ACVD,0.001303861,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017720,ACVD,0,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017721,ACVD,0.001894607,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017722,ACVD,0.000709708,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017723,ACVD,0.000521463,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017724,ACVD,1.82E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017725,ACVD,7.75E-07,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017726,ACVD,1.46E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017727,ACVD,1.29E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017728,ACVD,2.80E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017729,ACVD,0.000136581,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017730,ACVD,8.27E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017731,ACVD,2.73E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017732,ACVD,4.10E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017733,ACVD,9.98E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017734,ACVD,2.34E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017735,ACVD,1.84E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017736,ACVD,0.000594802,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017737,ACVD,2.35E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017738,ACVD,8.42E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017739,ACVD,9.15E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017740,ACVD,0.001197643,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017741,ACVD,0.0001809,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017742,ACVD,3.59E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017743,ACVD,4.96E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017744,ACVD,0.000636332,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017745,ACVD,3.97E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017746,ACVD,0.000621515,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017747,ACVD,8.35E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017748,ACVD,0.000341046,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017749,ACVD,0.00289886,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017750,ACVD,8.04E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017751,ACVD,0.002189068,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017752,ACVD,0.000195427,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017753,ACVD,0,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017754,ACVD,3.20E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017755,ACVD,0.002138637,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017756,ACVD,2.63E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017757,ACVD,1.59E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017759,ACVD,3.62E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017760,ACVD,0.000508048,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017761,ACVD,0.000407216,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017762,ACVD,0.000341304,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017763,ACVD,2.01E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017764,ACVD,0.001494662,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017765,ACVD,0.000175481,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017766,ACVD,3.70E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017767,ACVD,5.31E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017768,ACVD,0.000133641,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017769,ACVD,7.36E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017770,ACVD,1.55E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017771,ACVD,0.000447824,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017772,ACVD,1.43E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017773,ACVD,2.30E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017774,ACVD,0,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017775,ACVD,4.15E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017776,ACVD,2.82E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017777,ACVD,0.000136452,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017778,ACVD,3.80E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017779,ACVD,0.000478343,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017780,ACVD,5.92E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017781,ACVD,6.50E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017782,ACVD,0.002141763,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017783,ACVD,4.22E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017784,ACVD,0.0031011,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017785,ACVD,7.94E-07,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017786,ACVD,0.005389305,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017788,ACVD,0.000519772,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017789,ACVD,0.000324915,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017790,ACVD,0.001064492,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017791,ACVD,0.000976372,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017792,ACVD,6.38E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017793,ACVD,0.000382264,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017794,ACVD,7.08E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017795,ACVD,2.84E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017796,ACVD,0.000142015,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017797,ACVD,0.000102793,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017798,ACVD,0.000346536,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017799,ACVD,5.29E-07,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017800,ACVD,1.77E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017801,ACVD,3.58E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017802,ACVD,0.000209835,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017803,ACVD,4.60E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017804,ACVD,9.52E-07,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017805,ACVD,0.000773754,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017806,ACVD,5.68E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017807,ACVD,4.38E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017808,ACVD,0.002142738,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017809,ACVD,6.16E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017810,ACVD,6.09E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017813,ACVD,8.92E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017814,ACVD,5.14E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017815,ACVD,0.000286905,61
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017411,control,0.000149015,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017412,control,4.78E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017413,control,2.15E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017414,control,0.000123305,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017415,control,2.32E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017416,control,0.000284002,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017417,control,3.79E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017418,control,3.14E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017419,control,0.000382098,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017420,control,1.03E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017421,control,5.41E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017422,control,0.00012047,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017423,control,1.53E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017424,control,5.76E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017426,control,0.000270722,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017427,control,5.29E-06,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017428,control,9.03E-06,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017429,control,0.000471217,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017430,control,3.23E-06,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017431,control,0.000713507,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017432,control,3.66E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017433,control,3.68E-06,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017434,control,3.76E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017435,control,0.000132345,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017436,control,6.78E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017437,control,2.97E-06,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017438,control,3.65E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017439,control,7.22E-06,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017440,control,2.07E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017441,control,0.000286456,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017442,control,0.000254423,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017443,control,3.55E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017444,control,0,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017445,control,0.000545722,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017446,control,0.001292314,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017447,control,0.001556228,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017448,control,0.000183816,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017449,control,4.04E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017450,control,0.000161076,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017451,control,0.000110486,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017452,control,2.55E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017453,control,9.66E-06,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017454,control,0.000190201,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017455,control,1.26E-06,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017456,control,7.67E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017457,control,0.000647134,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017458,control,0.00032075,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017459,control,1.32E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017460,control,0.000121272,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017461,control,0.000415112,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017462,control,3.49E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017463,control,0.000865532,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017464,control,7.77E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017465,control,0.000921817,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017466,control,1.26E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017467,control,0.000498375,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017468,control,0.000543445,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017469,control,0.000188823,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017470,control,0.000208719,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017471,control,0.000125372,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017472,control,3.78E-06,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017473,control,2.21E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017474,control,5.89E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017475,control,2.73E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017476,control,0.000378705,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017477,control,7.70E-06,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017478,control,0.000486354,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017479,control,0.000497079,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017481,control,0.001133273,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017482,control,1.31E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017483,control,0.000460095,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017484,control,0.000567462,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017485,control,0.000895296,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017486,control,6.08E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017487,control,4.12E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017489,control,4.75E-06,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017490,control,0.000594412,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017491,control,0.000468534,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017494,control,5.27E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017495,control,7.73E-06,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017499,control,0.000313327,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017500,control,0.000134753,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017503,control,0.00019129,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017504,control,0.000404077,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017506,control,1.08E-06,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017507,control,0.0018821,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017508,control,0.000137725,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017510,control,0.000282433,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017512,control,0.000195816,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017513,control,0.003015316,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017514,control,0.000859214,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017515,control,0.001848936,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017516,control,5.73E-06,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017517,control,6.47E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017518,control,0.000180036,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017519,control,4.98E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017520,control,2.60E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017521,control,9.12E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017522,control,0.000186534,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017523,control,0.000387093,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017524,control,0.002232216,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017525,control,0.001583146,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017526,control,6.19E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017527,control,0.005294509,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017528,control,0.001071582,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017529,control,0.000321641,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017530,control,0.000994103,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017531,control,3.22E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017532,control,4.46E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017533,control,0.000184066,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017534,control,0.000117285,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017535,control,0.000184947,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017536,control,2.41E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017537,control,0.007260315,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017538,control,0.001030466,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017539,control,0.002901642,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017540,control,0.000247643,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017541,control,4.53E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017542,control,0.000268956,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017543,control,0.000130072,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017544,control,0.00280259,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017545,control,0.000132754,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017546,control,0.003102223,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017547,control,0.001248744,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017548,control,1.03E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017549,control,0.000148748,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017550,control,0.000119864,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017551,control,1.69E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017552,control,0.001960986,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017553,control,0.006200577,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017554,control,4.95E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017555,control,1.40E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017556,control,0.000701511,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017557,control,0.000518479,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017558,control,4.70E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017559,control,0.000263545,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017560,control,2.25E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017561,control,0.00133196,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017562,control,0.007031522,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017563,control,0.000963559,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017564,control,6.18E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017565,control,0.000376865,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017566,control,3.78E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017567,control,0.004703056,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017568,control,0.001576779,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017569,control,0.000123828,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017570,control,2.87E-05,62
GCA_015559645,Agathobacter faecis GCA_015559645,ERR2017571,control,2.26E-05,62
