Pairs,ANI,16S,group,Pairs,cluster
GCA_013300465+42,80.7725,94.554,N,GCA_013300465.fna,40
GCA_013300535+42,80.645,96.593,N,GCA_013300535.fna,41
GCA_013300605+42,80.7516,94.327,N,GCA_013300605.fna,40
GCA_013300635+42,80.8172,94.478,N,GCA_013300635.fna,40
GCA_013300695+42,98.5509,99.697,A,GCA_013300695.fna,22
GCA_013300725+42,80.2055,94.255,N,GCA_013300725.fna,257
GCA_013300745+42,80.7364,94.629,N,GCA_013300745.fna,40
GCA_013300805+42,81.6956,94.551,N,GCA_013300805.fna,40
GCA_013301235+42,98.3163,99.768,A,GCA_013301235.fna,22
GCA_013301265+42,98.4207,99.754,A,GCA_013301265.fna,22
GCA_013301275+42,98.5847,99.73,A,GCA_013301275.fna,22
GCA_013301305+42,98.5131,99.803,A,GCA_013301305.fna,22
GCA_013301315+42,98.5414,99.781,A,GCA_013301315.fna,22
GCA_013301325+42,98.6699,99.792,A,GCA_013301325.fna,22
GCA_013301365+42,79.8939,96.669,N,GCA_013301365.fna,41
GCA_013301385+42,81.3279,96.402,N,GCA_013301385.fna,41
GCA_013301415+42,80.773,96.593,N,GCA_013301415.fna,41
GCA_013301465+42,80.7219,94.59,N,GCA_013301465.fna,40
GCA_013301475+42,80.5094,95.047,N,GCA_013301475.fna,40
GCA_013301505+42,79.9299,94.176,N,GCA_013301505.fna,40
GCA_013301515+42,80.7512,95.047,N,GCA_013301515.fna,40
GCA_013301525+42,80.6492,94.367,N,GCA_013301525.fna,40
GCA_013301545+42,79.6223,94.629,N,GCA_013301545.fna,40
GCA_013301565+42,79.7826,94.021,N,GCA_013301565.fna,40
GCA_013301605+42,80.714,93.955,N,GCA_013301605.fna,40
GCA_013304595+42,80.4272,96.575,N,GCA_013304595.fna,41
GCA_013304605+42,79.7576,95.46,N,GCA_013304605.fna,262
GCA_013361125+42,80.9177,94.805,N,GCA_013361125.fna,40
GCA_013371765+42,79.7475,95.346,N,GCA_013371765.fna,262
GCA_014287705+42,80.7747,97.043,N,GCA_014287705.fna,272
GCA_015547305+42,82.6258,94.382,N,GCA_015547305.fna,40
GCA_015548425+42,81.5522,94.478,N,GCA_015548425.fna,40
GCA_015548735+42,80.7798,94.478,N,GCA_015548735.fna,40
GCA_015548925+42,90.9497,99.697,ANIl,GCA_015548925.fna,136
GCA_015549285+42,79.7239,94.18,N,GCA_015549285.fna,257
GCA_015550485+42,80.4653,94.478,N,GCA_015550485.fna,40
GCA_015552445+42,80.9272,94.369,N,GCA_015552445.fna,40
GCA_015552615+42,81.4419,94.478,N,GCA_015552615.fna,40
GCA_015552885+42,98.451,99.697,A,GCA_015552885.fna,22
GCA_015553305+42,98.7427,99.697,A,GCA_015553305.fna,22
GCA_015553595+42,80.8477,94.478,N,GCA_015553595.fna,40
GCA_015554275+42,80.3328,94.705,N,GCA_015554275.fna,40
GCA_015554465+42,81.4371,94.55,N,GCA_015554465.fna,40
GCA_015555015+42,98.5375,99.772,A,GCA_015555015.fna,22
GCA_015556105+42,80.5462,94.629,N,GCA_015556105.fna,40
GCA_015556185+42,80.8181,94.629,N,GCA_015556185.fna,40
GCA_015556385+42,98.6675,99.697,A,GCA_015556385.fna,22
GCA_015558505+42,81.2152,94.629,N,GCA_015558505.fna,40
GCA_015558615+42,98.5356,99.697,A,GCA_015558615.fna,22
GCA_015560155+42,81.4177,94.554,N,GCA_015560155.fna,40
GCA_015667315+42,90.773,99.697,ANIl,GCA_015667315.fna,136
GCA_015668255+42,80.4275,94.011,N,GCA_015668255.fna,4
GCA_015669775+42,80.0212,94.011,N,GCA_015669775.fna,4
GCA_015670935+42,80.55,94.011,N,GCA_015670935.fna,4
GCA_016904155+42,80.1867,94.478,N,GCA_016904155.fna,40
GCA_900240315+42,79.2252,94.629,N,GCA_900240315.fna,262
GCA_900290215+42,81.0593,96.593,N,GCA_900290215.fna,41
GCA_902167735+42,90.4432,99.241,ANIl,GCA_902167735.fna,136
GCA_902167765+42,80.8765,96.518,N,GCA_902167765.fna,41
AF26-4BH+43,80.5511,97.835,N,AF26-4BH.fna,6
AF53-12MH-2A+43,97.7909,99.712,N,AF53-12MH-2A.fna,14
AF73-11pH9TA+43,79.8372,97.835,N,AF73-11pH9TA.fna,6
OF01-20+43,83.1265,97.629,N,OF01-20.fna,382
OM02-3+43,97.9831,99.244,N,OM02-3.fna,14
OM02-31+43,97.9824,98.635,N,OM02-31.fna,14
TF05-5AC+43,80.3344,97.835,N,TF05-5AC.fna,6
TF09-5+43,97.9083,99.568,N,TF09-5.fna,14
11861_6_91+43,80.4439,97.763,N,11861_6_91.fna,6
1232457.3+43,80.8733,97.903,N,1232457.3.fna,6
1232458.3+43,97.349,99.869,N,1232458.3.fna,14
12718_7_73+43,80.4488,97.763,N,12718_7_73.fna,6
GCA_000218405+43,97.262,98.777,N,GCA_000218405.fna,14
GCA_000471745+43,97.2723,99.869,N,GCA_000471745.fna,14
GCA_000471825+43,97.2135,99.436,N,GCA_000471825.fna,14
GCA_001717135+43,97.7363,98.562,N,GCA_001717135.fna,14
GCA_001722575+43,97.8328,99.856,N,GCA_001722575.fna,14
GCA_001722585+43,97.9242,99.712,N,GCA_001722585.fna,14
GCA_001722635+43,97.8171,99.784,N,GCA_001722635.fna,14
GCA_001722655+43,97.8394,99.856,N,GCA_001722655.fna,14
GCA_002180435+43,97.7857,99.712,N,GCA_002180435.fna,14
GCA_900113595+43,98.0387,99.886,N,GCA_900113595.fna,14
GCA_900243045+43,80.5102,95.382,N,GCA_900243045.fna,6
GCF_000466465+43,80.028,97.835,N,GCF_000466465.fna,6
GCF_000820745+43,97.9846,98.779,N,GCF_000820745.fna,14
AF04-15+44,99.6178,97.481,Discrete,AF04-15.fna,9
AF18-27+44,94.3941,97.432,N,AF18-27.fna,222
AF19-9LB+44,78.1517,95.15,N,AF19-9LB.fna,256
AF31-1+44,78.4799,98.071,N,AF31-1.fna,11
AFF13-24A+44,78.0464,96.46,N,AFF13-24A.fna,7
AM25-9+44,78.0912,90.101,N,AM25-9.fna,256
AM27-28LB+44,78.6187,98.071,N,AM27-28LB.fna,11
AM40-2AC+44,77.8855,95.646,N,AM40-2AC.fna,256
AM60-12MH-1A+44,77.8644,98.078,N,AM60-12MH-1A.fna,11
TF09-12AC+44,78.2405,95.292,N,TF09-12AC.fna,256
TF09-2AC+44,78.1212,95.513,N,TF09-2AC.fna,387
TF09-4AC+44,78.0678,97.617,N,TF09-4AC.fna,11
11861_6_93+44,78.0445,96.256,N,11861_6_93.fna,7
1232444.3+44,98.4613,97.754,Discrete,1232444.3.fna,9
1232448.3+44,78.0544,97.754,N,1232448.3.fna,11
1232450.3+44,78.0047,98.067,N,1232450.3.fna,11
12718_7_79+44,78.0813,96.256,N,12718_7_79.fna,7
18391_1_2+44,78.123,96.46,N,18391_1_2.fna,7
GCA_000158075+44,99.9996,97.481,Discrete,GCA_000158075.fna,9
GCA_000233455+44,78.3977,95.608,N,GCA_000233455.fna,39
GCA_000234155+44,78.1077,96.256,N,GCA_000234155.fna,7
GCA_000371405+44,77.9514,96.256,N,GCA_000371405.fna,7
GCA_000371485+44,78.0464,96.256,N,GCA_000371485.fna,7
GCA_000371505+44,78.0172,96.188,N,GCA_000371505.fna,7
GCA_000371525+44,78.3305,97.481,N,GCA_000371525.fna,11
GCA_000371545+44,78.3018,96.256,N,GCA_000371545.fna,7
GCA_000371565+44,78.0918,96.12,N,GCA_000371565.fna,7
GCA_000371585+44,78.0396,96.188,N,GCA_000371585.fna,7
GCA_000371605+44,78.1934,96.188,N,GCA_000371605.fna,7
GCA_000371685+44,78.034,97.822,N,GCA_000371685.fna,11
GCA_000371705+44,77.9234,97.686,N,GCA_000371705.fna,11
GCA_001078445+44,78.0034,96.256,N,GCA_001078445.fna,7
GCA_001405335+44,78.1029,95.856,N,GCA_001405335.fna,7
GCA_002160755+44,78.6762,94.63,N,GCA_002160755.fna,205
GCA_002234575+44,77.8582,97.617,N,GCA_002234575.fna,11
GCA_003024655+44,94.3038,97.552,N,GCA_003024655.fna,222
GCA_005844705+44,78.1774,96.392,N,GCA_005844705.fna,7
GCA_006538465+44,78.2311,96.256,N,GCA_006538465.fna,7
GCA_011317135+44,78.0961,95.102,N,GCA_011317135.fna,256
GCA_012273195+44,78.0904,96.188,N,GCA_012273195.fna,7
GCA_013112035+44,78.149,97.617,N,GCA_013112035.fna,11
GCA_013299965+44,78.2826,96.256,N,GCA_013299965.fna,7
GCA_013304125+44,78.2852,96.256,N,GCA_013304125.fna,7
GCA_013304155+44,78.281,96.256,N,GCA_013304155.fna,7
GCA_013304185+44,78.2999,95.794,N,GCA_013304185.fna,7
GCA_013304205+44,78.2611,96.451,N,GCA_013304205.fna,7
GCA_013304225+44,78.3416,96.272,N,GCA_013304225.fna,7
GCA_013304245+44,78.2825,94.426,N,GCA_013304245.fna,7
GCA_013304255+44,78.0503,96.429,N,GCA_013304255.fna,7
GCA_013304275+44,77.9894,95.714,N,GCA_013304275.fna,7
GCA_013304305+44,78.0995,95.102,N,GCA_013304305.fna,256
GCA_015548065+44,78.1774,96.392,N,GCA_015548065.fna,7
GCA_015548445+44,77.9682,95.513,N,GCA_015548445.fna,39
GCA_015551555+44,77.9737,97.686,N,GCA_015551555.fna,11
GCA_015558345+44,78.1089,97.549,N,GCA_015558345.fna,11
GCA_015669475+44,78.0152,96.46,N,GCA_015669475.fna,7
GCA_900100685+44,78.1509,95.798,N,GCA_900100685.fna,7
GCA_900108895+44,78.0722,95.798,N,GCA_900108895.fna,7
GCA_900113155+44,77.9918,96.017,N,GCA_900113155.fna,7
GCA_900447015+44,78.277,96.256,N,GCA_900447015.fna,7
AF04-15+45,77.9466,96.099,N,AF04-15.fna,9
AF14-18+45,98.953,99.882,A,AF14-18.fna,11
AF18-27+45,78.5015,96.099,N,AF18-27.fna,222
AF19-9LB+45,80.4906,94.799,N,AF19-9LB.fna,256
AF24-13+45,99.0266,100,A,AF24-13.fna,11
AF27-9+45,99.0239,100,A,AF27-9.fna,11
AF29-4+45,81.757,97.163,N,AF29-4.fna,39
AF31-1+45,97.0512,100,A,AF31-1.fna,11
AF66-15pH9A+45,78.9826,95.39,N,AF66-15pH9A.fna,364
AFF13-24A+45,91.3884,98.227,N,AFF13-24A.fna,7
AM07-19+45,97.0321,99.882,A,AM07-19.fna,11
AM09-31+45,81.1755,97.163,N,AM09-31.fna,39
AM25-9+45,80.9493,90.012,N,AM25-9.fna,256
AM27-28LB+45,99.0811,100,A,AM27-28LB.fna,11
AM35-14+45,98.8653,100,A,AM35-14.fna,11
AM40-2AC+45,80.4715,95.154,N,AM40-2AC.fna,256
AM60-12MH-1A+45,99.0365,100,A,AM60-12MH-1A.fna,11
AM75-15pH9A+45,82.2111,97.163,N,AM75-15pH9A.fna,39
OF13-16+45,98.9624,99.849,A,OF13-16.fna,11
TF09-12AC+45,81.596,94.799,N,TF09-12AC.fna,256
TF09-2AC+45,80.6238,94.569,N,TF09-2AC.fna,387
TF09-4AC+45,98.994,99.882,A,TF09-4AC.fna,11
11861_6_93+45,91.6506,98.109,N,11861_6_93.fna,7
1232444.3+45,78.0155,96.572,N,1232444.3.fna,9
1232448.3+45,97.0821,100,A,1232448.3.fna,11
1232450.3+45,96.9709,100,A,1232450.3.fna,11
12718_7_79+45,91.3974,98.109,N,12718_7_79.fna,7
13470_2_56+45,80.5404,97.163,N,13470_2_56.fna,39
14207_6_14+45,91.2079,97.872,N,14207_6_14.fna,7
18391_1_2+45,91.372,98.227,N,18391_1_2.fna,7
21673_4_35+45,80.3511,99.558,ANIl,21673_4_35.fna,39
GCA_000158075+45,77.783,96.099,N,GCA_000158075.fna,9
GCA_000233455+45,80.7535,97.281,N,GCA_000233455.fna,39
GCA_000234155+45,91.4481,98.109,N,GCA_000234155.fna,7
GCA_000371405+45,91.4846,98.109,N,GCA_000371405.fna,7
GCA_000371485+45,91.459,98.109,N,GCA_000371485.fna,7
GCA_000371505+45,91.3107,98.109,N,GCA_000371505.fna,7
GCA_000371525+45,97.0916,99.645,A,GCA_000371525.fna,11
GCA_000371545+45,91.362,98.109,N,GCA_000371545.fna,7
GCA_000371565+45,91.6373,97.872,N,GCA_000371565.fna,7
GCA_000371585+45,91.4997,97.991,N,GCA_000371585.fna,7
GCA_000371605+45,91.6272,97.991,N,GCA_000371605.fna,7
GCA_000371645+45,98.8505,99.882,A,GCA_000371645.fna,11
GCA_000371665+45,99.8394,100,A,GCA_000371665.fna,11
GCA_000371685+45,97.0473,99.882,A,GCA_000371685.fna,11
GCA_000371705+45,97.0363,100,A,GCA_000371705.fna,11
GCA_000371725+45,99.8735,100,A,GCA_000371725.fna,11
GCA_001078425+45,99.9788,100,A,GCA_001078425.fna,11
GCA_001078435+45,80.8036,97.163,N,GCA_001078435.fna,39
GCA_001078445+45,91.5524,98.109,N,GCA_001078445.fna,7
GCA_001405335+45,91.517,97.956,N,GCA_001405335.fna,7
GCA_001688665+45,91.0568,97.991,N,GCA_001688665.fna,7
GCA_002234575+45,100,100,A,GCA_002234575.fna,11
GCA_003024655+45,78.3195,96.454,N,GCA_003024655.fna,222
GCA_005844705+45,91.3114,98.109,N,GCA_005844705.fna,7
GCA_006538465+45,91.3433,98.109,N,GCA_006538465.fna,7
GCA_011317135+45,81.465,94.799,N,GCA_011317135.fna,256
GCA_012273195+45,91.4709,98.109,N,GCA_012273195.fna,7
GCA_013112035+45,97.0804,99.882,A,GCA_013112035.fna,11
GCA_013299965+45,91.4175,98.109,N,GCA_013299965.fna,7
GCA_013304125+45,91.4329,98.109,N,GCA_013304125.fna,7
GCA_013304155+45,91.4244,98.109,N,GCA_013304155.fna,7
GCA_013304185+45,91.4226,97.898,N,GCA_013304185.fna,7
GCA_013304205+45,91.4081,98.109,N,GCA_013304205.fna,7
GCA_013304225+45,91.4929,98.109,N,GCA_013304225.fna,7
GCA_013304245+45,91.3876,97.822,N,GCA_013304245.fna,7
GCA_013304255+45,91.5154,99.779,N,GCA_013304255.fna,7
GCA_013304275+45,91.5838,97.822,N,GCA_013304275.fna,7
GCA_013304305+45,81.2896,94.917,N,GCA_013304305.fna,256
GCA_015547745+45,99.055,99.882,A,GCA_015547745.fna,11
GCA_015548065+45,91.3114,98.109,N,GCA_015548065.fna,7
GCA_015548445+45,79.8003,97.163,N,GCA_015548445.fna,39
GCA_015551555+45,99.8914,100,A,GCA_015551555.fna,11
GCA_015556085+45,97.1534,99.764,A,GCA_015556085.fna,11
GCA_015557875+45,98.5419,100,A,GCA_015557875.fna,11
GCA_015558345+45,97.1737,99.882,A,GCA_015558345.fna,11
GCA_015669475+45,91.4234,98.227,N,GCA_015669475.fna,7
GCA_016696785+45,91.126,97.991,N,GCA_016696785.fna,7
GCA_016889665+45,99.9982,100,A,GCA_016889665.fna,11
GCA_900100685+45,91.3376,97.569,N,GCA_900100685.fna,7
GCA_900108895+45,91.3757,97.569,N,GCA_900108895.fna,7
GCA_900113155+45,91.4379,97.793,N,GCA_900113155.fna,7
GCA_900447015+45,91.323,98.109,N,GCA_900447015.fna,7
GCF_000154365+45,99.9905,100,A,GCF_000154365.fna,11
AF04-15+46,78.1581,95.976,N,AF04-15.fna,9
AF14-18+46,91.1833,97.87,N,AF14-18.fna,11
AF18-27+46,78.239,96.095,N,AF18-27.fna,222
AF19-9LB+46,80.5722,95.385,N,AF19-9LB.fna,256
AF24-13+46,91.3356,97.87,N,AF24-13.fna,11
AF27-9+46,91.2708,97.87,N,AF27-9.fna,11
AF29-4+46,80.8882,97.396,N,AF29-4.fna,39
AF31-1+46,90.9749,97.87,N,AF31-1.fna,11
AF66-15pH9A+46,78.6275,96.213,N,AF66-15pH9A.fna,364
AFF13-24A+46,97.8892,99.408,N,AFF13-24A.fna,7
AM07-19+46,91.058,97.87,N,AM07-19.fna,11
AM09-31+46,80.9524,97.396,N,AM09-31.fna,39
AM25-9+46,81.0225,89.872,N,AM25-9.fna,256
AM27-28LB+46,91.34,97.87,N,AM27-28LB.fna,11
AM35-14+46,91.2213,97.87,N,AM35-14.fna,11
AM40-2AC+46,80.2344,95.621,N,AM40-2AC.fna,256
AM60-12MH-1A+46,91.2033,97.87,N,AM60-12MH-1A.fna,11
AM75-15pH9A+46,80.9809,97.396,N,AM75-15pH9A.fna,39
OF13-16+46,91.369,97.436,N,OF13-16.fna,11
TF09-12AC+46,81.9372,95.503,N,TF09-12AC.fna,256
TF09-2AC+46,80.4462,95.385,N,TF09-2AC.fna,387
TF09-4AC+46,91.1725,97.751,N,TF09-4AC.fna,11
11861_6_93+46,99.3269,99.408,N,11861_6_93.fna,7
1232444.3+46,78.0833,95.503,N,1232444.3.fna,9
1232448.3+46,91.181,97.87,N,1232448.3.fna,11
1232450.3+46,91.0947,97.87,N,1232450.3.fna,11
12718_7_79+46,97.8595,99.408,N,12718_7_79.fna,7
13470_2_56+46,80.1357,97.396,N,13470_2_56.fna,39
14207_6_14+46,97.4259,99.172,N,14207_6_14.fna,7
18391_1_2+46,97.7667,99.408,N,18391_1_2.fna,7
21673_4_35+46,80.1514,99.336,ANIl,21673_4_35.fna,39
GCA_000158075+46,78.0849,95.976,N,GCA_000158075.fna,9
GCA_000233455+46,80.1806,97.515,N,GCA_000233455.fna,39
GCA_000234155+46,99.5008,99.408,N,GCA_000234155.fna,7
GCA_000371405+46,99.3016,99.408,N,GCA_000371405.fna,7
GCA_000371485+46,99.3313,99.408,N,GCA_000371485.fna,7
GCA_000371505+46,99.1415,99.408,N,GCA_000371505.fna,7
GCA_000371525+46,91.2002,97.633,N,GCA_000371525.fna,11
GCA_000371545+46,99.1756,99.408,N,GCA_000371545.fna,7
GCA_000371565+46,99.3235,99.172,N,GCA_000371565.fna,7
GCA_000371585+46,99.3321,99.29,N,GCA_000371585.fna,7
GCA_000371605+46,99.4279,99.29,N,GCA_000371605.fna,7
GCA_000371645+46,91.4469,97.87,N,GCA_000371645.fna,11
GCA_000371665+46,91.308,97.87,N,GCA_000371665.fna,11
GCA_000371685+46,91.1438,97.87,N,GCA_000371685.fna,11
GCA_000371705+46,91.1781,97.87,N,GCA_000371705.fna,11
GCA_000371725+46,91.2224,97.87,N,GCA_000371725.fna,11
GCA_001078425+46,91.4363,97.87,N,GCA_001078425.fna,11
GCA_001078435+46,80.4345,97.396,N,GCA_001078435.fna,39
GCA_001078445+46,99.4075,99.408,N,GCA_001078445.fna,7
GCA_001405335+46,97.9382,100,N,GCA_001405335.fna,7
GCA_001688665+46,97.2798,99.29,N,GCA_001688665.fna,7
GCA_002234575+46,91.3332,97.87,N,GCA_002234575.fna,11
GCA_003024655+46,78.6135,95.385,N,GCA_003024655.fna,222
GCA_005844705+46,97.8373,98.817,N,GCA_005844705.fna,7
GCA_006538465+46,99.3057,99.408,N,GCA_006538465.fna,7
GCA_011317135+46,80.952,95.385,N,GCA_011317135.fna,256
GCA_012273195+46,99.4609,99.408,N,GCA_012273195.fna,7
GCA_013112035+46,91.1614,97.87,N,GCA_013112035.fna,11
GCA_013299965+46,99.4012,99.408,N,GCA_013299965.fna,7
GCA_013304125+46,99.4103,99.408,N,GCA_013304125.fna,7
GCA_013304155+46,99.3981,99.408,N,GCA_013304155.fna,7
GCA_013304185+46,99.4018,100,N,GCA_013304185.fna,7
GCA_013304205+46,99.4029,99.408,N,GCA_013304205.fna,7
GCA_013304225+46,99.4128,99.408,N,GCA_013304225.fna,7
GCA_013304245+46,99.4025,100,N,GCA_013304245.fna,7
GCA_013304255+46,99.3523,100,N,GCA_013304255.fna,7
GCA_013304275+46,99.3437,100,N,GCA_013304275.fna,7
GCA_013304305+46,80.9281,95.503,N,GCA_013304305.fna,256
GCA_015547745+46,91.2678,97.751,N,GCA_015547745.fna,11
GCA_015548065+46,97.8373,98.817,N,GCA_015548065.fna,7
GCA_015548445+46,80.0246,97.396,N,GCA_015548445.fna,39
GCA_015551555+46,91.3992,97.87,N,GCA_015551555.fna,11
GCA_015556085+46,91.1886,97.751,N,GCA_015556085.fna,11
GCA_015557875+46,91.2896,97.87,N,GCA_015557875.fna,11
GCA_015558345+46,91.1787,97.988,N,GCA_015558345.fna,11
GCA_015669475+46,98.0045,99.408,N,GCA_015669475.fna,7
GCA_016696785+46,97.2579,99.29,N,GCA_016696785.fna,7
GCA_016889665+46,91.3091,97.87,N,GCA_016889665.fna,11
GCA_900100685+46,99.4339,99.188,N,GCA_900100685.fna,7
GCA_900108895+46,99.4059,99.188,N,GCA_900108895.fna,7
GCA_900113155+46,100,99.309,N,GCA_900113155.fna,7
GCA_900447015+46,97.7354,99.408,N,GCA_900447015.fna,7
GCF_000154365+46,91.3142,97.87,N,GCF_000154365.fna,11
AF04-15+47,94.4176,98.762,Discrete,AF04-15.fna,9
AF14-18+47,78.3789,96.772,N,AF14-18.fna,11
AF18-27+47,98.1508,99.361,A,AF18-27.fna,222
AF19-9LB+47,78.0357,95.892,N,AF19-9LB.fna,256
AF27-9+47,78.4369,97.054,N,AF27-9.fna,11
AF31-1+47,78.5324,97.097,N,AF31-1.fna,11
AF66-15pH9A+47,77.9804,95.415,N,AF66-15pH9A.fna,364
AFF13-24A+47,78.694,95.745,N,AFF13-24A.fna,7
AM07-19+47,78.5168,96.772,N,AM07-19.fna,11
AM25-9+47,78.1323,90.421,N,AM25-9.fna,256
AM27-28LB+47,78.2822,97.097,N,AM27-28LB.fna,11
AM35-14+47,79.2801,96.635,N,AM35-14.fna,11
AM40-2AC+47,77.961,96.226,N,AM40-2AC.fna,256
AM60-12MH-1A+47,78.1617,97.029,N,AM60-12MH-1A.fna,11
OF13-16+47,79.2886,97.27,N,OF13-16.fna,11
TF09-12AC+47,79.1386,95.867,N,TF09-12AC.fna,256
TF09-2AC+47,78.0763,96.157,N,TF09-2AC.fna,387
TF09-4AC+47,79.5292,96.703,N,TF09-4AC.fna,11
11861_6_93+47,78.7554,95.813,N,11861_6_93.fna,7
1232444.3+47,94.2972,98.968,Discrete,1232444.3.fna,9
1232448.3+47,78.2492,96.774,N,1232448.3.fna,11
1232450.3+47,78.3207,97.091,N,1232450.3.fna,11
12718_7_79+47,78.5821,95.813,N,12718_7_79.fna,7
13470_2_56+47,78.1383,95.882,N,13470_2_56.fna,39
18391_1_2+47,78.6214,95.745,N,18391_1_2.fna,7
21673_4_35+47,78.1538,97.169,N,21673_4_35.fna,39
GCA_000158075+47,94.3451,98.762,Discrete,GCA_000158075.fna,9
GCA_000233455+47,79.1321,96.28,N,GCA_000233455.fna,39
GCA_000234155+47,78.4727,95.813,N,GCA_000234155.fna,7
GCA_000371405+47,78.3024,95.813,N,GCA_000371405.fna,7
GCA_000371485+47,78.2151,95.813,N,GCA_000371485.fna,7
GCA_000371505+47,78.8881,95.745,N,GCA_000371505.fna,7
GCA_000371525+47,78.5548,96.497,N,GCA_000371525.fna,11
GCA_000371545+47,79.1955,95.813,N,GCA_000371545.fna,7
GCA_000371565+47,78.8418,95.745,N,GCA_000371565.fna,7
GCA_000371585+47,78.2335,95.745,N,GCA_000371585.fna,7
GCA_000371605+47,78.9642,95.813,N,GCA_000371605.fna,7
GCA_000371645+47,78.3245,96.967,N,GCA_000371645.fna,11
GCA_000371665+47,78.3301,96.841,N,GCA_000371665.fna,11
GCA_000371685+47,78.4864,96.774,N,GCA_000371685.fna,11
GCA_000371705+47,78.4437,96.772,N,GCA_000371705.fna,11
GCA_000371725+47,78.4344,96.772,N,GCA_000371725.fna,11
GCA_001078425+47,78.2805,96.635,N,GCA_001078425.fna,11
GCA_001078435+47,78.3559,95.745,N,GCA_001078435.fna,39
GCA_001078445+47,78.8774,95.813,N,GCA_001078445.fna,7
GCA_001405335+47,78.5377,96.442,N,GCA_001405335.fna,7
GCA_001688665+47,78.4068,95.607,N,GCA_001688665.fna,7
GCA_002160755+47,78.4276,95.591,N,GCA_002160755.fna,205
GCA_002234575+47,78.419,96.841,N,GCA_002234575.fna,11
GCA_003024655+47,100,99.57,A,GCA_003024655.fna,222
GCA_005844705+47,79.3184,95.676,N,GCA_005844705.fna,7
GCA_006538465+47,78.7678,95.813,N,GCA_006538465.fna,7
GCA_011317135+47,78.1086,95.542,N,GCA_011317135.fna,256
GCA_012273195+47,78.3463,95.745,N,GCA_012273195.fna,7
GCA_013112035+47,78.4739,96.635,N,GCA_013112035.fna,11
GCA_013299965+47,78.3469,95.813,N,GCA_013299965.fna,7
GCA_013304125+47,78.3964,95.813,N,GCA_013304125.fna,7
GCA_013304155+47,78.3254,95.813,N,GCA_013304155.fna,7
GCA_013304185+47,78.3464,96.389,N,GCA_013304185.fna,7
GCA_013304205+47,78.3818,96.605,N,GCA_013304205.fna,7
GCA_013304225+47,78.4323,96.154,N,GCA_013304225.fna,7
GCA_013304245+47,78.3978,96.23,N,GCA_013304245.fna,7
GCA_013304255+47,78.4539,96.881,N,GCA_013304255.fna,7
GCA_013304275+47,78.7371,96.321,N,GCA_013304275.fna,7
GCA_013304305+47,78.1705,95.542,N,GCA_013304305.fna,256
GCA_015547745+47,79.2291,96.568,N,GCA_015547745.fna,11
GCA_015548065+47,79.3184,95.676,N,GCA_015548065.fna,7
GCA_015548445+47,78.0315,95.813,N,GCA_015548445.fna,39
GCA_015551555+47,78.3332,96.772,N,GCA_015551555.fna,11
GCA_015558345+47,78.6669,96.635,N,GCA_015558345.fna,11
GCA_015669475+47,78.5344,95.745,N,GCA_015669475.fna,7
GCA_016696785+47,78.4305,95.607,N,GCA_016696785.fna,7
GCA_016889665+47,78.2562,96.772,N,GCA_016889665.fna,11
GCA_900100685+47,78.1298,96.657,N,GCA_900100685.fna,7
GCA_900108895+47,78.2883,96.657,N,GCA_900108895.fna,7
GCA_900113155+47,78.6698,96.859,N,GCA_900113155.fna,7
GCA_900447015+47,78.7023,95.813,N,GCA_900447015.fna,7
GCF_000154365+47,78.2264,96.703,N,GCF_000154365.fna,11
AF15-17LB+48,95.5907,97.704,N,AF15-17LB.fna,239
AF24-4LB+48,78.8334,92.51,N,AF24-4LB.fna,351
AF55-34+48,78.6963,92.51,N,AF55-34.fna,351
AF55-34A+48,78.8295,92.51,N,AF55-34A.fna,351
AM05-22+48,78.9746,92.436,N,AM05-22.fna,101
AM07-30+48,78.8761,92.436,N,AM07-30.fna,101
OF25-8pH10A+48,78.8525,92.649,N,OF25-8pH10A.fna,351
GCA_000218425+48,78.7259,92.436,N,GCA_000218425.fna,101
GCA_001185345+48,89.8345,96.317,N,GCA_001185345.fna,182
GCA_004345005+48,100,100,N,GCA_004345005.fna,239
GCA_017566055+48,92.993,96.106,N,GCA_017566055.fna,292
GCF_900086625+48,95.5846,97.773,N,GCF_900086625.fna,239
AF13-14A+49,78.1533,95.151,N,AF13-14A.fna,102
AF19-21+49,84.0342,98.882,ANIl,AF19-21.fna,13
AF19-22AC+49,79.6228,98.064,N,AF19-22AC.fna,324
AF24-23LB+49,78.1832,95.151,N,AF24-23LB.fna,102
AM12-54+49,78.0126,95.151,N,AM12-54.fna,102
AM13-39+49,77.8904,95.576,N,AM13-39.fna,102
AM25-19+49,78.083,95.586,N,AM25-19.fna,102
AM25-21+49,78.0851,95.082,N,AM25-21.fna,102
AM38-12+49,78.2187,95.677,N,AM38-12.fna,102
TM04-16+49,78.0112,95.242,N,TM04-16.fna,102
1232453.3+49,84.0098,99.022,ANIl,1232453.3.fna,13
12718_7_51+49,84.101,98.885,ANIl,12718_7_51.fna,13
12718_7_52+49,98.9622,99.738,A,12718_7_52.fna,18
GCA_001028025+49,100,100,A,GCA_001028025.fna,18
GCA_001404335+49,84.1129,99.082,ANIl,GCA_001404335.fna,186
GCA_004346165+49,78.4227,95.728,N,GCA_004346165.fna,240
GCA_009663665+49,84.0909,99.857,ANIl,GCA_009663665.fna,13
GCA_015552945+49,84.1462,98.885,ANIl,GCA_015552945.fna,186
