genome,species,sample,group,abundance,rank
GCA_013301565,Bariatricus comes GCA_013301565,HSM6XRTO,UC,2.54E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM6XRTS,UC,7.01E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM6XRUX,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM6XRUZ,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM6XRV2,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CZ1T_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CZ22,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CZ2X_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4GP,UC,8.19E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4JT_P,UC,1.55E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4JV_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4KA,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4M4,UC,0.000500523,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4M6,UC,0.000312979,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4ME,UC,0.000537516,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4NC,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4NM,UC,0.000206816,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4PC,UC,0.000348408,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4PE,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4PG,UC,7.39E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4PK,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33IO,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33IS,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33LH_TR,UC,5.56E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33LX,UC,0.000153174,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33LZ,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33MC,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33MI,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33MX,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33N4,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33NW,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33O1,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33O3,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33OL,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33OP,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33OX,UC,0.000446592,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33P2_P,UC,1.42E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33RR,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33RX_TR,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM5LLFK_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM5LLFM_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM5LLFO_P,UC,5.15E-06,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM5LLFU_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM5LLHV_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM5LLIQ_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2HD,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2HF,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2HH,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2HJ,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2HL,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2N6_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2OH,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2OJ,UC,1.21E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2OL,UC,1.54E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2ON,UC,1.80E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H7M,UC,3.27E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H9U_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79HAN,UC,0.000363469,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79HAR,UC,0.000135695,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79HAT,UC,0.000157535,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79HBZ,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79HD6_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79HD8_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79HDG_TR,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79HEA,UC,2.96E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79HF1_P,UC,2.73E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79HF3,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79HF7,UC,7.76E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79HF9_TR,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79HFB,UC,0.000153037,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZF5,UC,0.000264655,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZIO,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZIS,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZIU,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZIW,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZJF_P,UC,4.02E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZLL,UC,7.78E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZLR,UC,0.000253207,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZLZ,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZN4_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZNR,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZNZ,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZO2,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMA267X,UC,0.000180604,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMA2684,UC,0.000370961,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMA2688,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMA26AX,UC,0.000142059,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMA26AZ_TR,UC,0.000113639,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMA26EJ,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMA26EN,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMA26ER,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMA26EZ,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMAPC55,UC,0.000152712,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMAPC57,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMAPC5B,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMAPC64,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMAPC66,UC,0.000275355,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMB4LZP,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM6XBSE,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM6XBSE_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM6XBSG_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM6XBT5,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM6XBT7,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM6XBTB,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM6XBVM,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM6XBVO,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM6XBVQ,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM6XBVS,UC,4.61E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J127,UC,2.63E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J12B,UC,4.99E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J12F,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J12V,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J12Z,UC,3.28E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J169,UC,0.00018115,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J16B,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J16F,UC,5.51E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J16H,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J1AM,UC,0.000139515,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J1AO,UC,9.30E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J1AQ,UC,5.10E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J1AS,UC,3.64E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J1AU,UC,8.75E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J1B7,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J1B9,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J1BD,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J1BV,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J1BX,UC,0.000587874,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J1C2_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J1C4,UC,0.000141723,29
GCA_013301565,Bariatricus comes GCA_013301565,PSMA264K,UC,6.40E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,PSMA264O,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSMA264Q,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSMA264W,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSMA266Y,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSMA2671,UC,7.40E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,PSMA26A1,UC,4.18E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,PSMB4MBI,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSMB4MC1,UC,1.55E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,PSMB4MC3,UC,2.43E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6OSOR,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6V2CZ,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6V2DC,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6WJN6,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6WOCE,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6X9X4,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6XJTO,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6XJUD,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6Y2V3,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6YAZO,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6ZEVI,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6ZKSM,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6ZKSZ,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6ZT3E,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6ZUHG,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-71WXM,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-73BNC,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-73JXF,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-73JY4,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-74Y8S,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-7CM7N,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-7CRJ8,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-7GYJO,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-9LISD,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-9VW91,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-A1ZVI,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-A2BG5,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-A3743,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-A9VSD,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-ADID6,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-AGULX,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-AJDLQ,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-ARMBT,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-AUNQ4,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-AZAHH,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-CSF6Z,UC,0,29
AF43-10,Wujia chipingensis AF43-10,CSM67UH7,control,2.13E-06,30
AF43-10,Wujia chipingensis AF43-10,CSM6J2H9_P,control,6.96E-07,30
AF43-10,Wujia chipingensis AF43-10,CSM79HGR_P,control,5.82E-07,30
AF43-10,Wujia chipingensis AF43-10,CSM79HGV_P,control,1.52E-06,30
AF43-10,Wujia chipingensis AF43-10,CSM79HOV,control,0.003678587,30
AF43-10,Wujia chipingensis AF43-10,CSM79HOX,control,1.84E-06,30
AF43-10,Wujia chipingensis AF43-10,CSM79HP2,control,1.91E-06,30
AF43-10,Wujia chipingensis AF43-10,CSM79HP6,control,0,30
AF43-10,Wujia chipingensis AF43-10,CSM7CZ2F_P,control,1.12E-06,30
AF43-10,Wujia chipingensis AF43-10,CSM7KOOJ,control,0,30
AF43-10,Wujia chipingensis AF43-10,CSM7KOOL,control,2.30E-06,30
AF43-10,Wujia chipingensis AF43-10,CSM7KOON,control,0,30
AF43-10,Wujia chipingensis AF43-10,CSM7KOOP,control,1.62E-06,30
AF43-10,Wujia chipingensis AF43-10,CSMA8M9R,control,1.15E-06,30
AF43-10,Wujia chipingensis AF43-10,CSMAAEUA,control,2.36E-06,30
AF43-10,Wujia chipingensis AF43-10,CSMAE44D,control,0,30
AF43-10,Wujia chipingensis AF43-10,CSMAHYLR,control,0,30
AF43-10,Wujia chipingensis AF43-10,ESM5GEYU_P,control,2.83E-06,30
AF43-10,Wujia chipingensis AF43-10,ESM5GEZ1_P,control,3.09E-06,30
AF43-10,Wujia chipingensis AF43-10,ESM5GEZ3_P,control,4.11E-06,30
AF43-10,Wujia chipingensis AF43-10,ESM5ME9H_P,control,0,30
AF43-10,Wujia chipingensis AF43-10,ESM5MEBP_P,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM5MD57_P,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM5MD59_P,control,3.94E-07,30
AF43-10,Wujia chipingensis AF43-10,HSM5MD5B_P,control,1.03E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM5MD5D_P,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM5MD5F_P,control,1.15E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM5MD5Z_P,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM5MD6E_P,control,8.91E-07,30
AF43-10,Wujia chipingensis AF43-10,HSM5MD6I_P,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM5MD6K_P,control,6.94E-07,30
AF43-10,Wujia chipingensis AF43-10,HSM5MD6M,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM5MD6O_P,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM5MD6Q,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM5MD6S_P,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM5MD6U_P,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM5MD82_P,control,6.37E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM5MD8A_P,control,2.05E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM5MD8D_P,control,1.22E-05,30
AF43-10,Wujia chipingensis AF43-10,HSM5MD8H_P,control,2.11E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM5MD8L_P,control,1.50E-05,30
AF43-10,Wujia chipingensis AF43-10,HSM5MD8N_P,control,2.83E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM5MD8P_P,control,1.55E-05,30
AF43-10,Wujia chipingensis AF43-10,HSM67VDR_P,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM67VDT,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM67VDT_P,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM67VDX_P,control,5.49E-07,30
AF43-10,Wujia chipingensis AF43-10,HSM67VEQ,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM67VEW,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM67VFX,control,1.41E-05,30
AF43-10,Wujia chipingensis AF43-10,HSM67VFX_P,control,6.79E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM67VG2_P,control,2.88E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM67VG6_P,control,4.03E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM67VGA_P,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM67VGE_P,control,6.12E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM67VGI_P,control,9.99E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM67VGK_TR,control,1.73E-05,30
AF43-10,Wujia chipingensis AF43-10,HSM67VI5,control,1.13E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM67VI7,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM6XRQC_P,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM6XRQS,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM6XRQY,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM6XRSX_P,control,5.91E-07,30
AF43-10,Wujia chipingensis AF43-10,HSM6XRSZ_P,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM6XRT2_P,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM6XRT4_P,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM6XRT6_P,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM6XRTA_P,control,4.61E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM6XRTC_P,control,9.62E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM6XRTE_P,control,1.35E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM6XRTG,control,1.85E-05,30
AF43-10,Wujia chipingensis AF43-10,HSM6XRTG_P,control,1.24E-05,30
AF43-10,Wujia chipingensis AF43-10,HSM6XRUR,control,1.45E-05,30
AF43-10,Wujia chipingensis AF43-10,HSM6XRVA,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM6XRVC_TR,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7CYXE,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7CYXG,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7CYXI,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7CYXO,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7CYYF,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7CYYH,control,3.87E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM7CYYP,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7CYYR_P,control,7.72E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM7CYYV_P,control,9.49E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM7CYZL,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7CYZR,control,1.26E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM7CZ16,control,6.36E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM7CZ18,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7CZ1C,control,0.001379357,30
AF43-10,Wujia chipingensis AF43-10,HSM7CZ1E,control,1.16E-05,30
AF43-10,Wujia chipingensis AF43-10,HSM7CZ1G,control,1.37E-05,30
AF43-10,Wujia chipingensis AF43-10,HSM7CZ24,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7CZ26,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7CZ28,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7CZ2A,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7CZ2E,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7CZ2H,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7CZ2J_P,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7CZ2L_P,control,1.91E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM7J4G8,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7J4HA,control,3.33E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM7J4HE,control,1.66E-05,30
AF43-10,Wujia chipingensis AF43-10,HSM7J4HG,control,8.18E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM7J4HI,control,4.02E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM7J4HK,control,2.01E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM7J4HW,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7J4HY,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7J4I7,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7J4I9,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7J4IU,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7J4IW,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7J4KG,control,9.58E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM7J4KI,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7J4KM,control,4.96E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM7J4KO,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7J4LF,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7J4O1,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7J4O5,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSM7J4O7,control,1.01E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM7J4QZ,control,2.22E-06,30
AF43-10,Wujia chipingensis AF43-10,HSM7J4RE,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSMA33J1_P,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSMA33J7,control,3.18E-06,30
AF43-10,Wujia chipingensis AF43-10,HSMA33J9,control,1.95E-06,30
AF43-10,Wujia chipingensis AF43-10,HSMA33NY,control,2.36E-06,30
AF43-10,Wujia chipingensis AF43-10,HSMA33QM,control,0,30
AF43-10,Wujia chipingensis AF43-10,HSMA33SE,control,2.53E-06,30
AF43-10,Wujia chipingensis AF43-10,MSM6J2HN,control,0,30
AF43-10,Wujia chipingensis AF43-10,MSM6J2JF_P,control,9.89E-07,30
AF43-10,Wujia chipingensis AF43-10,MSM6J2JH_P,control,0.002444907,30
AF43-10,Wujia chipingensis AF43-10,MSM6J2JT,control,0,30
AF43-10,Wujia chipingensis AF43-10,MSM6J2K4,control,0.000900934,30
AF43-10,Wujia chipingensis AF43-10,MSM6J2K8,control,0.005126483,30
AF43-10,Wujia chipingensis AF43-10,MSM6J2KA,control,0.001192547,30
AF43-10,Wujia chipingensis AF43-10,MSM6J2LW,control,2.37E-05,30
AF43-10,Wujia chipingensis AF43-10,MSM6J2LY,control,2.85E-06,30
AF43-10,Wujia chipingensis AF43-10,MSM6J2M3_P,control,1.90E-06,30
AF43-10,Wujia chipingensis AF43-10,MSM6J2PO,control,4.73E-06,30
AF43-10,Wujia chipingensis AF43-10,MSM6J2PQ_P,control,3.81E-06,30
AF43-10,Wujia chipingensis AF43-10,MSM6J2PW,control,2.54E-06,30
AF43-10,Wujia chipingensis AF43-10,MSM6J2QJ,control,4.85E-06,30
AF43-10,Wujia chipingensis AF43-10,MSM6J2QL,control,1.26E-06,30
AF43-10,Wujia chipingensis AF43-10,MSM6J2RK,control,0.000733007,30
AF43-10,Wujia chipingensis AF43-10,MSM6J2RM,control,8.30E-06,30
AF43-10,Wujia chipingensis AF43-10,MSM6J2RQ,control,0.000841574,30
AF43-10,Wujia chipingensis AF43-10,MSM6J2RU,control,0.000289164,30
AF43-10,Wujia chipingensis AF43-10,MSM6J2SI,control,0,30
AF43-10,Wujia chipingensis AF43-10,MSM79H52_P,control,0,30
AF43-10,Wujia chipingensis AF43-10,MSM79H58,control,1.99E-06,30
AF43-10,Wujia chipingensis AF43-10,MSM79H5A,control,0,30
AF43-10,Wujia chipingensis AF43-10,MSM79H5M,control,0.001871395,30
AF43-10,Wujia chipingensis AF43-10,MSM79H5S,control,0.000270389,30
AF43-10,Wujia chipingensis AF43-10,MSM79H5U,control,0.001646125,30
AF43-10,Wujia chipingensis AF43-10,MSM79H6D,control,0.00215804,30
AF43-10,Wujia chipingensis AF43-10,MSM79H6H,control,0.000633352,30
AF43-10,Wujia chipingensis AF43-10,MSM79H6J,control,0.001318601,30
AF43-10,Wujia chipingensis AF43-10,MSM79H6L,control,0.00079958,30
AF43-10,Wujia chipingensis AF43-10,MSM79H6N,control,0.000866588,30
AF43-10,Wujia chipingensis AF43-10,MSM79H6Y,control,5.21E-06,30
AF43-10,Wujia chipingensis AF43-10,MSM79H7W,control,9.37E-06,30
AF43-10,Wujia chipingensis AF43-10,MSM79H85,control,2.78E-05,30
